项目管理中心策划设计业务收入台账,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
合同基本信息,,,,,,,,,,,,,各部门合同额,,,,,,,,,,,,,,,收款条件,,,,节点执行情况,,,,,,,,,,,业务部门履约进展,,,累计,,,,,,各部门收入分配,,,,,,,,,,,,,,各部门回款分配,,,,,,,,,,,,,,法律合规,,,,开始时间,45323.00 ,,,,,,,,,
序号,区域,签订日期,项目名称,项目编号, ,合同编号,类型,甲方合同编号,"甲方单位
名称",总建面,单价描述,合同总金额,客研,创作中心,创作一室,创作二室,创作三室,工程中心,"工程精装
工作室",咨询,BIM中心,"BIM智慧
建造工作室",TOD中心,精装中心,D e si g n R,项目管理,外委归属部门,次序,合同付款节点,比例,合同节点金额,收入金额,形式,收入日期,产值确认金额,产值确认日期,实际开票金额,开票日期,回款金额,回款时间,应收账款,备注,设计进度,"商务
沟通情况",成果确认单确认日期,累计收入,累计开票金额,累计回款金额,剩余收入,已确认收入未开票,已开票未回款,客研,创作中心,创作一室,创作二室,创作三室,工程,"工程精装
工作室",咨询,BIM中心,"BIM智慧
建造工作室",TOD中心,精装中心,DesignR,项目管理,客研,创作中心,创作一室,创作二室,创作三室,工程,"工程精装
工作室",咨询,BIM中心,"BIM智慧
建造工作室",TOD中心,精装中心,DesignR,项目管理,形成方式,合同审批方式,,,结束时间,45351.00 ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00 ,乙方提交所有成果，经甲方书面确认后，30个工作日内，支付合同额的30%,0.30 ,105923.52 ,105923.52 ,产值确认单,44075.00 ,105923.52 ,44075.00 ,105923.52 ,44075.00 ,105923.52 ,45169.00 ,0.00 ,,,,,,,,,,,,,,,,,,,105923.52 ,,,,,,,,,,,,,,105923.52 ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.00 ,乙方配合施工单位完成的地下室BIM深化工作，经甲方书面确认后30个工作日内双方办理结算，结算完毕后30个工作日内，支付合同额的10%。,0.10 ,35307.84 ,35307.84 ,产值确认单,44538.00 ,35307.84 ,44538.00 ,35307.84 ,45435.00 ,35307.84 ,45595.00 ,0.00 ,,,,,,,,,,,,,,,,,,,35307.84 ,,,,,,,,,,,,,,35307.84 ,,,,,,,,35307.84 ,0.00 ,,,,,,,,,,,
7,北方,43809.00 ,房山文娱项目,无,房山区长阳镇长阳起步区6号地文化娱乐用地项目设计咨询服务合同,CRCCRE-SJ-ZX-2019-013,咨询,CRCCRE-BF-BJZD-WY-QQ-2019-010,中铁房地产集团北方有限公司,29423.20 ,施工图咨询：5元/平米,147116.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,147116.00 ,0.00 ,0.00 ,0.00 ,,,0.00 ,,1.00 ,甲方在提交全部设计资料给乙方后，三十个工作日内。,0.20 ,29423.20 ,29423.20 ,开票,43839.00 ,/,/,29423.20 ,43839.00 ,29423.20 ,44074.00 ,0.00 ,,,,,147116.00 ,147116.00 ,147116.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,29423.20 ,,,,,,,,,,,,,,29423.20 ,,,,,,,询价,OA,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00 ,乙方完成施工图阶段的设计咨询工作并经甲方书面认可后，且项目取得施工图设计审查合格书后，三十个工作日内。,0.60 ,88269.60 ,88269.60 ,产值确认单,44089.00 ,88269.60 ,44089.00 ,88269.60 ,44098.00 ,88269.60 ,45169.00 ,0.00 ,,,,,,,,,,,,,,,,,,88269.60 ,,,,,,,,,,,,,,88269.60 ,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00 ,项目工程竣工验收全部完成，经甲方书面确认后双方办理结算，结算完毕后三十个工作日内。,0.20 ,29423.20 ,29423.20 ,产值确认单,44880.00 ,29423.20 ,44880.00 ,29423.20 ,45904.00 ,29423.20 ,46021.00 ,0.00 ,抵房租,,,,,,,,,,,,,,,,,29423.20 ,,,,,,,,,,,,,,29423.20 ,,,,,,,,,,,,,,,,,,,,,
8,北方,43929.00 ,正定项目A号、B号地块精装咨询（完成）,CRCCRE-DC-XM-2020-020,石家庄市正定新区239-A号、239-B号用地项目精装咨询服务合同,CRCCRE-SJ-XM-2020-001,管理,,河北兴铁房地产开发有限公司,87017.49 ,/,220000.00 ,,,,,,,,,,,0.00 ,,,220000.00 ,,1.00 ,合同签订后，15个工作日内,0.15 ,33000.00 ,33000.00 ,开票,43931.00 ,/,/,33000.00 ,43931.00 ,33000.00 ,43934.00 ,0.00 ,,完成,,,220000.00 ,220000.00 ,220000.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,,,,,33000.00 ,,,,,,,,,,,,,,33000.00 ,询价,OA,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00 ,乙方提交239-A号地块公共区域精装修及软装设计咨询总结报告后15个工作日内。,0.23 ,50600.00 ,51000.00 ,产值确认单,44168.00 ,51000.00 ,44168.00 ,51000.00 ,44169.00 ,51000.00 ,44186.00 ,0.00 ,,,,,,,,,,,,,,,,,,,,,,,,51000.00 ,,,,,,,,,,,,,,51000.00 ,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00 ,乙方提交239-B号地块公共区域精装修及软装设计咨询总结报告后15个工作日内。,0.23 ,50600.00 ,51000.00 ,产值确认单,44168.00 ,51000.00 ,44168.00 ,51000.00 ,44169.00 ,51000.00 ,44186.00 ,0.00 ,,,,,,,,,,,,,,,,,,,,,,,,51000.00 ,,,,,,,,,,,,,,51000.00 ,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.00 ,乙方提交户型全装修/精装修设计（含政策房户型和变异户型）设计咨询总结报告后15个工作日内。,0.39 ,85800.00 ,85000.00 ,产值确认单,44168.00 ,85000.00 ,44168.00 ,85000.00 ,44169.00 ,85000.00 ,44232.00 ,0.00 ,,,,,,,,,,,,,,,,,,,,,,,,85000.00 ,,,,,,,,,,,,,,85000.00 ,,,,,,,,,,,,,,,
9,北方,43929.00 ,正定项目A号、B号地块及售楼处景观咨询（完成）,CRCCRE-DC-XM-2020-017,石家庄市正定新区239-A号、239-B号用地及售楼处展示区用地项目景观咨询服务合同,CRCCRE-SJ-XM-2020-002,管理,,河北兴铁房地产开发有限公司,87017.49 ,/,290000.00 ,,,,,,,,,,0.00 ,0.00 ,,,290000.00 ,,1.00 ,合同签订后，15个工作日内。,0.15 ,43500.00 ,43500.00 ,开票,43931.00 ,/,/,43500.00 ,43931.00 ,43500.00 ,43934.00 ,0.00 ,,完成,,,290000.00 ,290000.00 ,290000.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,,,,,43500.00 ,,,,,,,,,,,,,,43500.00 ,询价,OA,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00 ,乙方提交展示区景观方案及施工图阶段的咨询总结报告后15个工作日内。,0.29 ,85000.00 ,85000.00 ,开票,44020.00 ,/,/,85000.00 ,44020.00 ,85000.00 ,44140.00 ,0.00 ,,,,,,,,,,,,,,,,,,,,,,,,85000.00 ,,,,,,,,,,,,,,85000.00 ,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00 ,乙方提交239-A号用地大区景观方案及施工图阶段的咨询总结报告后15个工作日内。,0.28 ,80750.00 ,80750.00 ,产值确认单,44168.00 ,80750.00 ,44168.00 ,80750.00 ,44169.00 ,80750.00 ,44186.00 ,0.00 ,,,,,,,,,,,,,,,,,,,,,,,,80750.00 ,,,,,,,,,,,,,,80750.00 ,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.00 ,乙方提交239-B号用地大区景观方案及施工图阶段的咨询总结报告后15个工作日内。,0.28 ,80750.00 ,80750.00 ,产值确认单,44168.00 ,80750.00 ,44168.00 ,80750.00 ,44169.00 ,80750.00 ,44186.00 ,0.00 ,,,,,,,,,,,,,,,,,,,,,,,,80750.00 ,,,,,,,,,,,,,,80750.00 ,,,,,,,,,,,,,,,
10,北方,43938.00 ,正定项目售楼处精装咨询（完成）,CRCCRE-DC-XM-2020-018,正定新区239#用地项目售楼处、样板间精装修设计咨询服务合同,CRCCRE-SJ-XM-2020-003,管理,,河北兴铁房地产开发有限公司,1700.00 ,/,290000.00 ,,,,,,,,,,0.00 ,0.00 ,,,290000.00 ,,1.00 ,合同签订后，15个工作日内。,0.15 ,43500.00 ,43500.00 ,开票,43939.00 ,/,/,43500.00 ,43939.00 ,43500.00 ,43945.00 ,0.00 ,,完成,,,290000.00 ,290000.00 ,290000.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,,,,,43500.00 ,,,,,,,,,,,,,,43500.00 ,询价,OA,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00 ,乙方提交售楼处精装修及软装（不含企业品牌宣传、工艺工法展示区域设计安装）咨询的设计咨询总结报告后15个工作日内。,0.18 ,51000.00 ,51000.00 ,开票,43987.00 ,/,/,51000.00 ,43987.00 ,51000.00 ,44026.00 ,0.00 ,,,,,,,,,,,,,,,,,,,,,,,,51000.00 ,,,,,,,,,,,,,,51000.00 ,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00 ,乙方提交企业品牌宣传、工艺工法展示区域设计及安装过程咨询的设计咨询总结报告后15个工作日内。,0.21 ,59500.00 ,59500.00 ,产值确认单,44168.00 ,59500.00 ,44168.00 ,59500.00 ,44169.00 ,59500.00 ,44195.00 ,0.00 ,,,,,,,,,,,,,,,,,,,,,,,,59500.00 ,,,,,,,,,,,,,,59500.00 ,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.00 ,乙方提交售楼处办公区域精装修及软装咨询的设计咨询总结报告后15个工作日内。,0.29 ,85000.00 ,85000.00 ,产值确认单,44168.00 ,85000.00 ,44168.00 ,85000.00 ,44169.00 ,85000.00 ,44195.00 ,0.00 ,,,,,,,,,,,,,,,,,,,,,,,,85000.00 ,,,,,,,,,,,,,,85000.00 ,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.00 ,乙方提交样板间精装修及软装咨询的设计咨询总结报告后15个工作日内。,0.18 ,51000.00 ,34000.00 ,开票,43987.00 ,/,/,34000.00 ,43987.00 ,34000.00 ,44026.00 ,0.00 ,,,,,,,,,,,,,,,,,,,,,,,,34000.00 ,,,,,,,,,,,,,,34000.00 ,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17000.00 ,产值确认单,44168.00 ,,,17000.00 ,44169.00 ,17000.00 ,44195.00 ,0.00 ,,,,,,,,,,,,,,,,,,,,,,,,17000.00 ,,,,,,,,,,,,,,17000.00 ,,,,,,,,,,,,,,,
11,北方,43939.00 ,正定项目A号、B号地块方案,CRCCRE-DC-XM-2020-024,石家庄市正定新区239-A号、239-B号用地项目规划方案设计合同,CRCCRE-SJ-CZ-2020-006,方案,CRCCRE-BF-HBXT-HYCYQ-QQ-2020-001,河北兴铁房地产开发有限公司,合同地上面积174060、地下面积72288规证地上面积174753.06、地下面积75500.59（A地块地上面积93683.57、地下42387.69）（B地块地上面积81069.49、地下面积33112.9）,"方案：地上18元/平米（华汇15、创一3）、地下7元/平米,管理费3元/平米",4378140.00 ,,,504069.00 ,,,,,,,0.00 ,0.00 ,0.00 ,,3874071.00 ,项目中心：3135027,1.00 ,合同签订生效后7个工作日内双方办理计价手续。本合同履行后，定金在第二次付费时抵作设计费。,0.10 ,437814.00 ,437814.00 ,开票,43940.00 ,/,/,437814.00 ,43940.00 ,437814.00 ,43948.00 ,0.00 ,,,"规证面积A地块：136071.26
规证面积B地块：114182.39
结算金额：4424820.16元",,4424820.16 ,4424820.17 ,4424820.16 ,-46680.16 ,0.00 ,0.00 ,,,50406.90 ,,,,,,,,,,,387407.10 ,,,50406.90 ,,,,,,,,,,,387407.10 ,招标,OA,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2-A,全部方案设计部分完成，按照政府相关部门上会深度要求完成方案册制作，且通过甲方委托的第三方审核，并取得规划许可证后，7个工作日内双方办理计价手续，累计拨付至双方估算总额60%的设计费。,0.50 ,2189070.00 ,1195615.94 ,开票,44041.00 ,/,/,1195615.94 ,44041.00 ,195615.94 ,44587.00 ,695615.94 ,银信,,,,,,,,,,,,140525.36 ,,,,,,,,,,,1055090.58 ,,,30525.36 ,,,,,,,,,,,165090.58 ,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500000.00 ,44175.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,60000.00 ,,,,,,,,,,,440000.00 ,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500000.00 ,44435.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,50000.00 ,,,,,,,,,,,450000.00 ,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2-B,全部方案设计部分完成，按照政府相关部门上会深度要求完成方案册制作，且通过甲方委托的第三方审核，并取得规划许可证后，7个工作日内双方办理计价手续，累计拨付至双方估算总额60%的设计费。,0.50 ,,1016794.14 ,产值确认单,44185.00 ,1016794.14 ,44185.00 ,1016794.14 ,44478.00 ,554384.06 ,44587.00 ,,银信,,,,,,,,,,,,,,,,,,,,,,,,,,121604.24 ,,,,,,,,,,,432779.82 ,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,462410.09 ,44677.00 ,,,,,,,,,,,,,,121604.24 ,,,,,,,,,,,895189.91 ,,,,,,,,,,,,,,462410.09 ,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3-A,建筑专业初步设计及全专业施工图完成且通过甲方委托的第三方审核，并取得施工图审查合格通知书后，7 个工作日内双方办理计价手续，按建设工程规划许可证建筑面积结算设计费用，累计拨付至双方确认结算总额 80%的设计费。,0.20 ,875628.00 ,478246.37 ,开票,44041.00 ,478246.37 ,44041.00 ,478246.37 ,44041.00 ,478246.37 ,44677.00 ,0.00 ,,,,,,,,,,,,,56210.14 ,,,,,,,,,,,422036.23 ,,,56210.14 ,,,,,,,,,,,422036.23 ,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3-B,,0.20 ,,406717.66 ,产值确认单,44185.00 ,406717.66 ,44185.00 ,406717.66 ,44478.00 ,406717.66 ,44677.00 ,,,,,,,,,,,,,,48641.69 ,,,,,,,,,,,358075.96 ,,,48641.69 ,,,,,,,,,,,358075.96 ,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,4-A,乙方配合甲方完成项目所有合同约定的设计工作及设计配合工作，全部结构工程施工后7个工作日内双方办理计价手续。按建设工程规划许可证建筑面积结算设计费用。,0.10 ,437814.00 ,447150.04 ,产值确认单,44859.00 ,447150.04 ,44859.00 ,447150.04 ,45142.00 ,200000.00 ,45236.00 ,0.01 ,银信2024.4.23到期,,,,,,,,,,,,54444.94 ,,,,,,,,,,,392705.10 ,,,22700.28 ,,,,,,,,,,,177299.72 ,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247150.03 ,45250.00 ,,银信2024.5.13到期,,,,,,,,,,,,,,,,,,,,,,,,,,31744.66 ,,,,,,,,,,,215405.37 ,,,下次开票创一少开3692.79，项管多开3692.79,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,5-A,乙方配合甲方以及与本工程施工所有相关单位完成向主管部门全部备案手续后双方办理最终结算手续，支付余下的设计费。,0.05 ,437814.00 ,239123.19 ,产值确认单,44859.00 ,239123.19 ,44859.00 ,442482.02 ,,442482.02 ,,0.00 ,,,,,,,,,,,,,28105.07 ,,,,,,,,,,,211018.12 ,,,31168.57 ,,,,,,,,,,,411313.45 ,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,5-B,,0.05 ,,203358.83 ,产值确认单,45268.00 ,203358.83 ,45268.00 ,,,,,,,A地块已经交付，B地块2023年才能竣工验收,,,,,,,,,,,3063.50 ,,,,,,,,,,,200295.33 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,东北,43907.00 ,长春西派唐颂二期（完成）,CRCCRE-DC-XM-2020-029,中国铁建西派唐颂项目二期建筑设计咨询服务合同,CRCCRE-SJ-ZX-2020-005,咨询,CRCCRE-DB-CCCH-HPJ-EQ-QQ-2020-004,长春创华房地产开发有限公司,200000.00 ,施工图咨询：5元/平米,1000000.00 ,,,,,,,,1000000.00 ,,0.00 ,0.00 ,,,,,1.00 ,合同签订后，甲方在提交首批设计资料给乙方后，五个工作日内支付工程全额设计优化咨询费的20%给乙方。,0.20 ,200000.00 ,200000.00 ,开票,43949.00 ,/,/,200000.00 ,43949.00 ,200000.00 ,43979.00 ,0.00 ,,完成,,,983656.80 ,983656.80 ,983656.80 ,16343.20 ,0.00 ,0.00 ,,,,,,,,200000.00 ,,,,,,,,,,,,,,200000.00 ,,,,,,,直委,OA,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00 ,乙方提交第一版全专业施工图设计咨询报告后，十五个工作日内甲方支付工程全额设计优化咨询费的60%给乙方。,0.60 ,600000.00 ,600000.00 ,产值确认单,44154.00 ,600000.00 ,44154.00 ,600000.00 ,44155.00 ,600000.00 ,44214.00 ,0.00 ,,,,,,,,,,,,,,,,,,600000.00 ,,,,,,,,,,,,,,600000.00 ,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00 ,甲方完成施工图审查并取得审查合格证后，十五个工作日内甲方支付工程全额设计优化咨询费的20%给乙方。,0.20 ,200000.00 ,183656.80 ,产值确认单,44154.00 ,183656.80 ,44154.00 ,183656.80 ,44155.00 ,183656.80 ,44214.00 ,0.00 ,,,,,,,,,,,,,,,,,,183656.80 ,,,,,,,,,,,,,,183656.80 ,,,,,,,,,,,,,,,,,,,,,
13,东北,43907.00 ,长春西派唐颂二期（完成）,CRCCRE-DC-XM-2020-030,中国铁建西派唐颂项目二期BIM技术咨询服务合同,CRCCRE-SJ-BIM-2020-002,BIM,CRCCRE-DB-CCCH-HPJ-EQ-QQ-2020-010,长春创华房地产开发有限公司,地下室面积50000㎡，园区小市政99303㎡,BIM：地下室管综优化7.5/平米、园区小市政管综优化6元/平米,970818.00 ,,,,,,,,,970818.00 ,0.00 ,0.00 ,,,0.00 ,,1.00 ,合同签订后 15 个工作日内,0.20 ,194163.60 ,194163.60 ,开票,43949.00 ,/,/,194163.60 ,43949.00 ,194163.60 ,44019.00 ,0.00 ,,完成,,,970818.00 ,970818.00 ,970818.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,194163.60 ,,,,,,,,,,,,,,194163.60 ,,,,,,直委,OA,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00 ,乙方提交第一版地下室管线 BIM 模型后，15 个工作日 内，支付合同额的 30%,0.30 ,291245.40 ,291245.40 ,产值确认单,44154.00 ,291245.40 ,44154.00 ,291245.40 ,44155.00 ,291245.40 ,44311.00 ,0.00 ,,,,,,,,,,,,,,,,,,,291245.40 ,,,,,,,,,,,,,,291245.40 ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00 ,乙方提交第一版地下室管线优化 BIM 模型后，15 个工 作日内，支付合同额的 40%,0.40 ,388327.20 ,388327.20 ,产值确认单,44154.00 ,388327.20 ,44154.00 ,388327.20 ,44155.00 ,388327.20 ,,0.00 ,,,,,,,,,,,,,,,,,,,388327.20 ,,,,,,,,,,,,,,388327.20 ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.00 ,乙方提交园区场地和小市政管线 BIM 管综优化模型和 地下室、园区场地和小市政管线 BIM 优化报告，15 个工作日内，支付合同额的 10%,0.10 ,97081.80 ,97081.80 ,产值确认单,44154.00 ,97081.80 ,44154.00 ,97081.80 ,44155.00 ,97081.80 ,,0.00 ,,,,,,,,,,,,,,,,,,,97081.80 ,,,,,,,,,,,,,,97081.80 ,,,,,,,,,,,,,,,,,,,,
14,北方,43814.00 ,青岛郑州路项目,无,青岛市北区郑州路两侧用地项目概念规划设计合同,CRCCRE-SJ-CZ-2019-019,可研,,中铁房地产集团济南置业有限公司,700000.00 ,可研：20万/项目,200000.00 ,70000.00 ,,100000.00 ,,,,,,30000.00 ,0.00 ,0.00 ,,,,,1.00 ,乙方按照甲方要求提供结算款请款资料后30日内甲方一次性向乙方支付结算款。,1.00 ,200000.00 ,200000.00 ,产值确认单,43816.00 ,200000.00 ,43816.00 ,,,0.00 ,,200000.00 ,,,,,200000.00 ,0.00 ,0.00 ,0.00 ,200000.00 ,0.00 ,70000.00 ,,100000.00 ,,,,,,30000.00 ,,,,,,,,,,,,,,,,,,,,直委,OA,,,,,,,,,,,,,
15,创投（终止）,43815.00 ,创投可研（终止）,无,可研报告地块方案设计合同,CRCCRE-SJ-CZ-2019-018,可研,,中铁房地产集团张家口建设开发有限公司,/,可研：10万/项目,1000000.00 ,,,350000.00 ,350000.00 ,300000.00 ,,,,,0.00 ,0.00 ,,,,,1.00 ,乙方完成甲方下达任务书的单一项目的所有的方案设计工作并经甲方确认认可后次月30日内，甲方一次性支付乙方该项目方案设计费。,0.30 ,300000.00 ,,,,,,,,0.00 ,,0.00 ,青岛总部大道项目设计方案、杭州富春湾新城核心区开发项目设计方案、徐州原构件厂项目设计方案,,,,0.00 ,0.00 ,0.00 ,1000000.00 ,0.00 ,0.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,直委,OA,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00 ,,0.70 ,700000.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,北方,43931.00 ,海淀翠湖补充协议（完成）,无,北京市海淀区翠湖科技园HD00-0303-6009、6010地块R2二类居住用地项目建设工程设计补充协议二,CRCCRE-SJ-CZ-2020-002,方案,,北京锐达置业有限公司,/,/,666894.30 ,,,,666894.30 ,,,,,,0.00 ,0.00 ,,,,创二：550000,1.00 ,在本补充协议签订后20个工作日内，甲方向乙方一次性支付方案阶段设计调整工作、施工图优化工作的设计费,1.00 ,666894.30 ,666894.30 ,产值确认单,44126.00 ,666894.30 ,44126.00 ,666894.30 ,44126.00 ,666894.30 ,44165.00 ,0.00 ,,完成,,,666894.30 ,666894.30 ,666894.30 ,0.00 ,0.00 ,0.00 ,,,,666894.30 ,,,,,,,,,,,,,,666894.30 ,,,,,,,,,,,直委,OA,,,,,,,,,,,,,
17,建设,43849.00 ,西山梧桐补充协议,无,中国铁建西山梧桐项目建筑方案设计咨询合同补充协议,CRCCRE-SJ-CZ-2019-003—B1,方案,,中铁建设集团有限公司,98487.00 ,4.80 ,472766.00 ,,,,472766.00 ,,,,,,0.00 ,0.00 ,,,,,1.00 ,价款支付人按照原合同中约定执行,1.00 ,472766.00 ,,,,,,,,0.00 ,,0.00 ,,,,,0.00 ,0.00 ,0.00 ,472766.00 ,0.00 ,0.00 ,,,,472766.00 ,,,,,,,,,,,,,,,,,,,,,,,,,直委,OA,,,,,,,,,,,,,
18,北方,43499.00 ,"唐山高新区A0102项目
（唐颂国际）",无,唐山市高新区项目规划方案设计、施工图设计合同,CRCCRE-SJ-CZ-2019-001,方案+施工图,,唐山启创房地产开发有限公司,"合同：146121.75
工规证：
150023.45",方案：17.5元、施工图：17.5元,5114261.25 ,,,5114261.25 ,,,,,,,0.00 ,0.00 ,,,,创一：2557130.63,1.00 ,合同签订后20个工作日内,0.20 ,1022852.25 ,1022852.25 ,开票,43563.00 ,1022852.25 ,/,1022852.25 ,43563.00 ,1022852.25 ,43728.00 ,0.00 ,,,,,5114261.25 ,5250820.75 ,4602835.12 ,0.00 ,-136559.50 ,647985.63 ,,,1022852.25 ,,,,,,,,,,,,,,1022852.25 ,,,,,,,,,,,,招标,线下,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00 ,设计方案通过规划局审批完成后20个工作日内,0.20 ,1022852.25 ,1022852.25 ,开票,43670.00 ,1022852.25 ,/,1022852.25 ,43670.00 ,1022852.25 ,43798.00 ,0.00 ,汇票,,,,,,,,,,,,1022852.25 ,,,,,,,,,,,,,,1022852.25 ,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00 ,取得施工图设计文件联合审查意见书后20个工作日内,0.20 ,1022852.25 ,1022852.25 ,产值确认单,43709.00 ,1022852.25 ,43709.00 ,1022852.25 ,43816.00 ,510000.00 ,43978.00 ,0.00 ,,,,,,,,,,,,,1022852.25 ,,,,,,,,,,,,,,510000.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.00 ,,,,,,,,,,,512852.25 ,44011.00 ,512852.25 ,,,,,,,,,,,,,,,,,,,,,,,,,,,512852.25 ,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.00 ,取得工程规划许可证后20个工作日内,0.20 ,1022852.25 ,1022852.25 ,产值确认单,43769.00 ,1022852.25 ,43769.00 ,1022852.25 ,44324.00 ,1022852.25 ,44376.00 ,0.00 ,511426铁建银信，2022年6月24日到期,,,,,,,,,,,,1022852.25 ,,,,,,,,,,,,,,1022852.25 ,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.00 ,结构全部封顶后20个工作日内,0.10 ,511426.13 ,511426.12 ,产值确认单,44547.00 ,511426.12 ,44547.00 ,511426.12 ,44614.00 ,511426.12 ,44645.00 ,0.00 ,,,,,,,,,,,,,511426.12 ,,,,,,,,,,,,,,511426.12 ,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.00 ,配合取得项目竣工联合验收意见书后20个工作日内,0.10 ,511426.13 ,511426.13 ,产值确认单,44879.00 ,511426.13 ,44879.00 ,647985.63 ,,0.00 ,,511426.13 ,"合同金额：5114261.25元
结算金额：5250820.75元",,,,,,,,,,,,511426.13 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,建设,43521.00 ,门头沟项目,无,西山梧桐项目建筑方案设计咨询合同,CRCCRE-SJ-CZ-2019-003,方案,,中铁建设集团有限公司,100000.00 ,方案：18元/平方,1800000.00 ,,,,1800000.00 ,,,,,,0.00 ,0.00 ,,,,,1.00 ,合同签订生效后30日内。,0.10 ,180000.00 ,180000.00 ,开票,43700.00 ,/,/,180000.00 ,43700.00 ,180000.00 ,43826.00 ,0.00 ,,,,,1692777.34 ,1260000.00 ,1260000.00 ,107222.66 ,432777.34 ,0.00 ,,,,180000.00 ,,,,,,,,,,,,,,180000.00 ,,,,,,,,,,,投标,OA,,,,,,,,,,,,,
